1650788381.3942,1650788352.0000,   -0.2645,    0.2833,    0.0006,   -0.0001,   -2.1162,   -2.2666
1650788381.4243,1650788352.0000,   -0.2246,    0.2917,    0.0007,    0.0001,   -1.7967,   -2.3334
1650788381.4586,1650788352.0000,   -0.1880,    0.2917,    0.0006,   -0.0000,   -1.5038,   -2.3333
1650788381.4888,1650788352.0000,   -0.1414,    0.2958,    0.0008,    0.0001,   -1.1311,   -2.3667
1650788381.5205,1650788352.0000,   -0.0981,    0.3000,    0.0007,    0.0001,   -0.7850,   -2.4000
1650788381.5525,1650788352.0000,   -0.0449,    0.3042,    0.0009,    0.0001,   -0.3589,   -2.4334
1650788381.5865,1650788352.0000,    0.0050,    0.3042,    0.0008,   -0.0000,    0.0404,   -2.4333
1650788381.6200,1650788352.0000,    0.0583,    0.3042,    0.0009,    0.0000,    0.4664,   -2.4333
1650788381.6491,1650788352.0000,    0.0849,    0.3042,    0.0004,   -0.0000,    0.6791,   -2.4333
1650788381.6755,1650788352.0000,    0.1448,    0.3000,    0.0010,   -0.0001,    1.1585,   -2.4000
1650788381.7001,1650788352.0000,    0.1747,    0.2958,    0.0005,   -0.0001,    1.3979,   -2.3666
1650788381.7254,1650788352.0000,    0.2413,    0.2958,    0.0011,    0.0000,    1.9306,   -2.3667
1650788381.7583,1650788352.0000,    0.3112,    0.2875,    0.0012,   -0.0001,    2.4898,   -2.2999
1650788381.7921,1650788352.0000,    0.3844,    0.2792,    0.0012,   -0.0001,    3.0755,   -2.2333
1650788381.8289,1650788352.0000,    0.4610,    0.2708,    0.0013,   -0.0001,    3.6879,   -2.1666
1650788381.8656,1650788352.0000,    0.5409,    0.2625,    0.0013,   -0.0001,    4.3269,   -2.0999
1650788381.9025,1650788352.0000,    0.6307,    0.2542,    0.0015,   -0.0001,    5.0458,   -2.0333
1650788381.9369,1650788352.0000,    0.7239,    0.2417,    0.0016,   -0.0002,    5.7912,   -1.9332
1650788381.9682,1650788352.0000,    0.7239,    0.2416,    0.0008,   -0.0001,    5.7916,   -1.9332
1650788381.9971,1650788352.0000,    0.7240,    0.2416,    0.0004,   -0.0001,    5.7918,   -1.9331
1650788382.0276,1650788352.0000,    0.7240,    0.2416,    0.0002,   -0.0000,    5.7919,   -1.9331
1650788382.0537,1650788352.0000,    0.7240,    0.2416,    0.0001,   -0.0000,    5.7919,   -1.9331
1650788382.0795,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7919,   -1.9331
1650788382.1081,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7919,   -1.9331
1650788382.1336,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7919,   -1.9331
1650788382.1605,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7919,   -1.9331
1650788382.1860,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7919,   -1.9331
1650788382.2120,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.2375,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.2620,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.2867,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.3117,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.3372,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.3626,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.3889,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.4163,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.4452,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.4705,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.5001,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.5264,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.5508,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.5761,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.6002,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.6264,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.6502,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.6752,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.6992,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.7249,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.7488,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.7743,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.7984,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.8241,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.8482,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.8740,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.8981,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.9239,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.9479,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.9738,1650788352.0000,    0.7240,    0.2416,    0.0000,   -0.0000,    5.7920,   -1.9331
1650788382.9985,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.0234,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.0528,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.0775,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.1039,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.1284,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.1537,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.1781,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.2034,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.2274,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.2520,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.2762,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.3003,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.3243,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.3483,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.3733,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.3978,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.4239,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.4479,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.4738,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.4977,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.5236,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.5475,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.5737,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.5984,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.6243,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.6486,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.6749,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.7022,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.7265,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.7511,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.7756,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.8002,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
1650788383.8246,1650788352.0000,    0.7240,    0.2416,    0.0000,    0.0000,    5.7920,   -1.9331
