1650788376.8289,  158.0000,  314.0000,  134.0000,  126.0000
1650788376.8456,  157.0000,  314.0000,  135.0000,  127.0000
1650788376.8616,  156.0000,  312.0000,  134.0000,  126.0000
1650788376.8746,  156.0000,  311.0000,  134.0000,  126.0000
1650788376.8918,  154.0000,  311.0000,  134.0000,  126.0000
1650788376.9093,  153.0000,  311.0000,  133.0000,  128.0000
1650788376.9221,  153.0000,  309.0000,  135.0000,  127.0000
1650788376.9370,  151.0000,  309.0000,  133.0000,  126.0000
1650788376.9527,  151.0000,  308.0000,  135.0000,  126.0000
1650788376.9657,  150.0000,  307.0000,  134.0000,  127.0000
1650788376.9811,  149.0000,  307.0000,  135.0000,  127.0000
1650788376.9964,  148.0000,  306.0000,  134.0000,  127.0000
1650788377.0094,  148.0000,  305.0000,  134.0000,  126.0000
1650788377.0247,  148.0000,  304.0000,  134.0000,  125.0000
1650788377.0449,  148.0000,  304.0000,  134.0000,  125.0000
1650788377.0570,  148.0000,  304.0000,  134.0000,  126.0000
1650788377.0743,  148.0000,  305.0000,  134.0000,  126.0000
1650788377.0948,  148.0000,  304.0000,  134.0000,  126.0000
1650788377.1071,  148.0000,  305.0000,  134.0000,  128.0000
1650788377.1242,  149.0000,  304.0000,  134.0000,  125.0000
1650788377.1447,  151.0000,  305.0000,  135.0000,  126.0000
1650788377.1571,  150.0000,  306.0000,  134.0000,  127.0000
1650788377.1742,  151.0000,  305.0000,  135.0000,  125.0000
1650788377.1953,  151.0000,  306.0000,  133.0000,  126.0000
1650788377.2078,  151.0000,  307.0000,  133.0000,  127.0000
1650788377.2239,  152.0000,  307.0000,  134.0000,  128.0000
1650788377.2439,  153.0000,  307.0000,  134.0000,  126.0000
1650788377.2562,  153.0000,  307.0000,  132.0000,  125.0000
1650788377.2740,  153.0000,  307.0000,  134.0000,  126.0000
1650788377.2939,  154.0000,  308.0000,  134.0000,  126.0000
1650788377.3090,  153.0000,  308.0000,  133.0000,  126.0000
1650788377.3263,  152.0000,  308.0000,  134.0000,  126.0000
1650788377.3470,  152.0000,  308.0000,  134.0000,  126.0000
1650788377.3617,  153.0000,  307.0000,  135.0000,  125.0000
1650788377.3775,  152.0000,  307.0000,  134.0000,  126.0000
1650788377.3973,  151.0000,  308.0000,  133.0000,  126.0000
1650788377.4110,  151.0000,  308.0000,  133.0000,  127.0000
1650788377.4270,  151.0000,  307.0000,  135.0000,  127.0000
1650788377.4476,  149.0000,  306.0000,  133.0000,  126.0000
1650788377.4665,  150.0000,  306.0000,  134.0000,  126.0000
1650788377.4840,  150.0000,  306.0000,  134.0000,  124.0000
1650788377.5007,  151.0000,  306.0000,  135.0000,  126.0000
1650788377.5141,  151.0000,  306.0000,  135.0000,  126.0000
1650788377.5304,  150.0000,  306.0000,  134.0000,  126.0000
1650788377.5466,  151.0000,  306.0000,  135.0000,  125.0000
1650788377.5606,  151.0000,  306.0000,  133.0000,  126.0000
1650788377.5765,  152.0000,  306.0000,  134.0000,  126.0000
1650788377.5948,  152.0000,  307.0000,  134.0000,  128.0000
1650788377.6082,  152.0000,  306.0000,  134.0000,  126.0000
1650788377.6247,  152.0000,  306.0000,  134.0000,  126.0000
1650788377.6463,  152.0000,  307.0000,  134.0000,  127.0000
1650788377.6609,  152.0000,  307.0000,  134.0000,  126.0000
1650788377.6762,  152.0000,  306.0000,  134.0000,  125.0000
1650788377.6957,  152.0000,  307.0000,  134.0000,  127.0000
1650788377.7082,  152.0000,  307.0000,  134.0000,  127.0000
1650788377.7242,  152.0000,  306.0000,  134.0000,  126.0000
1650788377.7443,  151.0000,  307.0000,  134.0000,  127.0000
1650788377.7569,  151.0000,  307.0000,  133.0000,  127.0000
1650788377.7733,  151.0000,  306.0000,  134.0000,  125.0000
1650788377.7935,  151.0000,  306.0000,  134.0000,  126.0000
1650788377.8055,  151.0000,  306.0000,  134.0000,  125.0000
1650788377.8230,  151.0000,  306.0000,  134.0000,  126.0000
1650788377.8433,  151.0000,  307.0000,  133.0000,  128.0000
1650788377.8556,  152.0000,  306.0000,  134.0000,  125.0000
1650788377.8734,  151.0000,  306.0000,  133.0000,  126.0000
1650788377.8932,  152.0000,  307.0000,  134.0000,  126.0000
1650788377.9053,  151.0000,  307.0000,  133.0000,  127.0000
1650788377.9234,  152.0000,  307.0000,  134.0000,  127.0000
1650788377.9447,  152.0000,  307.0000,  134.0000,  127.0000
1650788377.9578,  152.0000,  307.0000,  134.0000,  127.0000
1650788377.9728,  152.0000,  306.0000,  134.0000,  126.0000
1650788377.9930,  151.0000,  307.0000,  133.0000,  127.0000
1650788378.0049,  151.0000,  306.0000,  133.0000,  125.0000
1650788378.0227,  152.0000,  306.0000,  134.0000,  126.0000
1650788378.0434,  152.0000,  306.0000,  135.0000,  125.0000
1650788378.0572,  151.0000,  306.0000,  133.0000,  126.0000
1650788378.0746,  151.0000,  308.0000,  132.0000,  127.0000
1650788378.0957,  152.0000,  307.0000,  134.0000,  127.0000
1650788378.1100,  151.0000,  306.0000,  133.0000,  125.0000
1650788378.1288,  152.0000,  306.0000,  134.0000,  126.0000
1650788378.1497,  151.0000,  306.0000,  133.0000,  125.0000
1650788378.1680,  152.0000,  307.0000,  134.0000,  126.0000
1650788378.1862,  152.0000,  307.0000,  134.0000,  127.0000
1650788378.2094,  152.0000,  307.0000,  134.0000,  126.0000
1650788378.2227,  151.0000,  306.0000,  133.0000,  126.0000
1650788378.2393,  151.0000,  306.0000,  133.0000,  126.0000
1650788378.2561,  151.0000,  306.0000,  132.0000,  126.0000
1650788378.2698,  151.0000,  307.0000,  133.0000,  127.0000
1650788378.2855,  152.0000,  306.0000,  135.0000,  125.0000
1650788378.3012,  151.0000,  306.0000,  133.0000,  127.0000
1650788378.3150,  151.0000,  307.0000,  133.0000,  126.0000
1650788378.3304,  152.0000,  307.0000,  134.0000,  127.0000
1650788378.3464,  152.0000,  306.0000,  134.0000,  126.0000
1650788378.3605,  151.0000,  307.0000,  133.0000,  127.0000
1650788378.3784,  151.0000,  306.0000,  133.0000,  125.0000
1650788378.3950,  151.0000,  306.0000,  133.0000,  125.0000
1650788378.4074,  152.0000,  307.0000,  134.0000,  126.0000
1650788378.4226,  151.0000,  306.0000,  133.0000,  126.0000
1650788378.4432,  151.0000,  307.0000,  133.0000,  127.0000
1650788378.4555,  151.0000,  307.0000,  133.0000,  127.0000
1650788378.4717,  151.0000,  306.0000,  133.0000,  126.0000
1650788378.4916,  151.0000,  307.0000,  133.0000,  127.0000
1650788378.5040,  151.0000,  307.0000,  133.0000,  125.0000
1650788378.5217,  151.0000,  306.0000,  133.0000,  125.0000
1650788378.5413,  151.0000,  306.0000,  132.0000,  127.0000
1650788378.5535,  151.0000,  306.0000,  133.0000,  126.0000
1650788378.5717,  152.0000,  306.0000,  134.0000,  126.0000
1650788378.5916,  151.0000,  306.0000,  133.0000,  125.0000
1650788378.6039,  152.0000,  306.0000,  134.0000,  125.0000
1650788378.6217,  151.0000,  306.0000,  133.0000,  125.0000
1650788378.6420,  151.0000,  307.0000,  133.0000,  127.0000
1650788378.6541,  151.0000,  306.0000,  133.0000,  125.0000
1650788378.6715,  151.0000,  307.0000,  133.0000,  127.0000
1650788378.6925,  151.0000,  306.0000,  133.0000,  126.0000
1650788378.7047,  151.0000,  306.0000,  133.0000,  126.0000
1650788378.7213,  152.0000,  306.0000,  134.0000,  125.0000
1650788378.7414,  151.0000,  306.0000,  133.0000,  125.0000
1650788378.7537,  151.0000,  306.0000,  133.0000,  126.0000
1650788378.7714,  152.0000,  308.0000,  134.0000,  127.0000
1650788378.7936,  151.0000,  307.0000,  133.0000,  126.0000
1650788378.8072,  152.0000,  306.0000,  134.0000,  126.0000
1650788378.8245,  151.0000,  307.0000,  133.0000,  126.0000
1650788378.8454,  151.0000,  307.0000,  133.0000,  127.0000
1650788378.8593,  152.0000,  307.0000,  134.0000,  127.0000
1650788378.8782,  152.0000,  306.0000,  134.0000,  126.0000
1650788378.8963,  152.0000,  307.0000,  134.0000,  128.0000
1650788378.9142,  152.0000,  307.0000,  134.0000,  127.0000
1650788378.9348,  152.0000,  307.0000,  134.0000,  127.0000
1650788378.9521,  151.0000,  306.0000,  133.0000,  126.0000
1650788378.9667,  152.0000,  306.0000,  134.0000,  128.0000
1650788378.9833,  152.0000,  307.0000,  135.0000,  128.0000
1650788379.0000,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.0143,  152.0000,  307.0000,  135.0000,  127.0000
1650788379.0308,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.0461,  152.0000,  307.0000,  134.0000,  128.0000
1650788379.0598,  152.0000,  307.0000,  134.0000,  128.0000
1650788379.0751,  153.0000,  307.0000,  135.0000,  128.0000
1650788379.0945,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.1087,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.1232,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.1417,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.1540,  152.0000,  307.0000,  134.0000,  126.0000
1650788379.1705,  152.0000,  307.0000,  134.0000,  128.0000
1650788379.1918,  151.0000,  307.0000,  133.0000,  128.0000
1650788379.2040,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.2203,  152.0000,  306.0000,  134.0000,  126.0000
1650788379.2403,  152.0000,  306.0000,  134.0000,  127.0000
1650788379.2526,  152.0000,  308.0000,  134.0000,  127.0000
1650788379.2704,  152.0000,  307.0000,  135.0000,  127.0000
1650788379.2902,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.3021,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.3202,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.3400,  152.0000,  308.0000,  134.0000,  127.0000
1650788379.3524,  151.0000,  307.0000,  133.0000,  127.0000
1650788379.3703,  152.0000,  307.0000,  135.0000,  128.0000
1650788379.3898,  151.0000,  306.0000,  134.0000,  125.0000
1650788379.4021,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.4200,  152.0000,  307.0000,  134.0000,  128.0000
1650788379.4413,  152.0000,  307.0000,  134.0000,  128.0000
1650788379.4534,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.4702,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.4907,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.5048,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.5237,  151.0000,  307.0000,  133.0000,  128.0000
1650788379.5424,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.5559,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.5729,  152.0000,  307.0000,  134.0000,  128.0000
1650788379.6027,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.6168,  151.0000,  307.0000,  133.0000,  128.0000
1650788379.6359,  151.0000,  306.0000,  133.0000,  126.0000
1650788379.6558,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.6695,  152.0000,  307.0000,  134.0000,  128.0000
1650788379.6861,  152.0000,  306.0000,  134.0000,  126.0000
1650788379.7028,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.7165,  151.0000,  307.0000,  133.0000,  128.0000
1650788379.7315,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.7479,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.7614,  152.0000,  307.0000,  134.0000,  128.0000
1650788379.7770,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.7928,  152.0000,  307.0000,  134.0000,  128.0000
1650788379.8067,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.8228,  152.0000,  307.0000,  134.0000,  128.0000
1650788379.8427,  152.0000,  307.0000,  134.0000,  128.0000
1650788379.8567,  152.0000,  306.0000,  134.0000,  126.0000
1650788379.8721,  152.0000,  306.0000,  134.0000,  126.0000
1650788379.8898,  152.0000,  307.0000,  134.0000,  128.0000
1650788379.9018,  151.0000,  307.0000,  133.0000,  128.0000
1650788379.9190,  152.0000,  306.0000,  134.0000,  129.0000
1650788379.9402,  152.0000,  307.0000,  134.0000,  128.0000
1650788379.9526,  151.0000,  307.0000,  133.0000,  128.0000
1650788379.9689,  152.0000,  307.0000,  134.0000,  127.0000
1650788379.9887,  152.0000,  306.0000,  134.0000,  126.0000
1650788380.0011,  152.0000,  307.0000,  134.0000,  128.0000
1650788380.0189,  152.0000,  307.0000,  134.0000,  128.0000
1650788380.0389,  152.0000,  307.0000,  134.0000,  128.0000
1650788380.0514,  152.0000,  307.0000,  134.0000,  128.0000
1650788380.0688,  151.0000,  307.0000,  133.0000,  127.0000
1650788380.0887,  151.0000,  307.0000,  133.0000,  127.0000
1650788380.1011,  152.0000,  307.0000,  134.0000,  128.0000
1650788380.1226,  151.0000,  307.0000,  133.0000,  128.0000
1650788380.1401,  152.0000,  307.0000,  135.0000,  127.0000
1650788380.1527,  152.0000,  307.0000,  135.0000,  127.0000
1650788380.1687,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.1898,  152.0000,  307.0000,  134.0000,  128.0000
1650788380.2022,  152.0000,  306.0000,  134.0000,  126.0000
1650788380.2186,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.2387,  152.0000,  308.0000,  134.0000,  127.0000
1650788380.2512,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.2706,  152.0000,  308.0000,  134.0000,  127.0000
1650788380.2924,  152.0000,  307.0000,  134.0000,  128.0000
1650788380.3069,  152.0000,  306.0000,  134.0000,  126.0000
1650788380.3234,  151.0000,  308.0000,  133.0000,  127.0000
1650788380.3409,  152.0000,  307.0000,  134.0000,  128.0000
1650788380.3595,  152.0000,  307.0000,  135.0000,  127.0000
1650788380.3758,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.3950,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.4123,  152.0000,  308.0000,  134.0000,  127.0000
1650788380.4296,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.4467,  151.0000,  307.0000,  133.0000,  127.0000
1650788380.4610,  151.0000,  307.0000,  133.0000,  128.0000
1650788380.4761,  151.0000,  307.0000,  133.0000,  127.0000
1650788380.4922,  152.0000,  307.0000,  135.0000,  126.0000
1650788380.5062,  151.0000,  307.0000,  133.0000,  127.0000
1650788380.5213,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.5395,  152.0000,  306.0000,  134.0000,  126.0000
1650788380.5530,  151.0000,  308.0000,  133.0000,  127.0000
1650788380.5717,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.5893,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.6015,  152.0000,  308.0000,  134.0000,  127.0000
1650788380.6180,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.6384,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.6504,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.6686,  151.0000,  307.0000,  133.0000,  127.0000
1650788380.6891,  153.0000,  306.0000,  135.0000,  126.0000
1650788380.7014,  151.0000,  306.0000,  133.0000,  128.0000
1650788380.7177,  152.0000,  307.0000,  135.0000,  127.0000
1650788380.7375,  152.0000,  307.0000,  135.0000,  127.0000
1650788380.7499,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.7677,  152.0000,  306.0000,  134.0000,  126.0000
1650788380.7876,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.7999,  151.0000,  307.0000,  133.0000,  128.0000
1650788380.8175,  151.0000,  308.0000,  133.0000,  127.0000
1650788380.8375,  152.0000,  307.0000,  135.0000,  127.0000
1650788380.8514,  151.0000,  307.0000,  133.0000,  127.0000
1650788380.8677,  152.0000,  307.0000,  134.0000,  127.0000
1650788380.8880,  152.0000,  307.0000,  134.0000,  128.0000
1650788380.9004,  152.0000,  306.0000,  134.0000,  125.0000
1650788380.9188,  151.0000,  308.0000,  134.0000,  127.0000
1650788380.9401,  151.0000,  307.0000,  135.0000,  128.0000
1650788380.9527,  150.0000,  306.0000,  134.0000,  125.0000
1650788380.9704,  150.0000,  307.0000,  134.0000,  126.0000
1650788380.9904,  150.0000,  307.0000,  134.0000,  125.0000
1650788381.0064,  150.0000,  307.0000,  134.0000,  126.0000
1650788381.0220,  149.0000,  307.0000,  133.0000,  126.0000
1650788381.0441,  151.0000,  307.0000,  135.0000,  128.0000
1650788381.0582,  151.0000,  307.0000,  135.0000,  127.0000
1650788381.0749,  152.0000,  306.0000,  134.0000,  126.0000
1650788381.0928,  153.0000,  305.0000,  132.0000,  125.0000
1650788381.1087,  156.0000,  306.0000,  134.0000,  124.0000
1650788381.1318,  157.0000,  306.0000,  133.0000,  126.0000
1650788381.1499,  161.0000,  306.0000,  133.0000,  126.0000
1650788381.1645,  165.0000,  307.0000,  132.0000,  127.0000
1650788381.1820,  168.0000,  307.0000,  134.0000,  127.0000
1650788381.1993,  172.0000,  307.0000,  134.0000,  125.0000
1650788381.2143,  175.0000,  307.0000,  131.0000,  125.0000
1650788381.2306,  179.0000,  308.0000,  131.0000,  125.0000
1650788381.2473,  183.0000,  308.0000,  132.0000,  126.0000
1650788381.2607,  186.0000,  308.0000,  130.0000,  125.0000
1650788381.2778,  192.0000,  309.0000,  127.0000,  123.0000
1650788381.2966,  197.0000,  308.0000,  127.0000,  126.0000
1650788381.3105,  201.0000,  309.0000,  127.0000,  123.0000
1650788381.3247,  206.0000,  309.0000,  126.0000,  126.0000
1650788381.3422,  211.0000,  309.0000,  127.0000,  124.0000
1650788381.3549,  216.0000,  309.0000,  125.0000,  125.0000
1650788381.3697,  221.0000,  308.0000,  125.0000,  125.0000
1650788381.3875,  227.0000,  309.0000,  124.0000,  125.0000
1650788381.4001,  233.0000,  310.0000,  123.0000,  126.0000
1650788381.4167,  238.0000,  310.0000,  124.0000,  126.0000
1650788381.4378,  244.0000,  310.0000,  124.0000,  125.0000
1650788381.4517,  251.0000,  311.0000,  124.0000,  125.0000
1650788381.4678,  258.0000,  311.0000,  123.0000,  125.0000
1650788381.4869,  265.0000,  312.0000,  122.0000,  124.0000
1650788381.5000,  271.0000,  312.0000,  121.0000,  124.0000
1650788381.5161,  279.0000,  312.0000,  122.0000,  125.0000
1650788381.5402,  287.0000,  313.0000,  122.0000,  124.0000
1650788381.5533,  294.0000,  313.0000,  120.0000,  124.0000
1650788381.5692,  302.0000,  313.0000,  118.0000,  124.0000
1650788381.5874,  310.0000,  314.0000,  120.0000,  123.0000
1650788381.6006,  318.0000,  313.0000,  119.0000,  123.0000
1650788381.6163,  326.0000,  313.0000,  120.0000,  123.0000
1650788381.6400,  335.0000,  313.0000,  120.0000,  123.0000
1650788381.6532,  344.0000,  312.0000,  120.0000,  123.0000
1650788381.6690,  353.0000,  311.0000,  121.0000,  124.0000
1650788381.6923,  363.0000,  311.0000,  121.0000,  124.0000
1650788381.7091,  373.0000,  311.0000,  122.0000,  124.0000
1650788381.7263,  383.0000,  310.0000,  122.0000,  123.0000
1650788381.7443,  394.0000,  309.0000,  122.0000,  124.0000
1650788381.7591,  405.0000,  309.0000,  122.0000,  123.0000
1650788381.7759,  416.0000,  307.0000,  124.0000,  125.0000
1650788381.7930,  426.0000,  307.0000,  125.0000,  124.0000
1650788381.8068,  439.0000,  305.0000,  127.0000,  125.0000
1650788381.8228,  451.0000,  304.0000,  127.0000,  126.0000
1650788381.8438,  463.0000,  303.0000,  129.0000,  126.0000
1650788381.8629,  476.0000,  302.0000,  130.0000,  126.0000
1650788381.8805,  490.0000,  301.0000,  132.0000,  128.0000
1650788381.8980,  504.0000,  300.0000,  135.0000,  131.0000
1650788381.9134,  518.0000,  298.0000,  136.0000,  130.0000
1650788381.9296,  532.0000,  297.0000,  139.0000,  131.0000
1650788381.9459,  538.0000,  295.0000,  126.0000,  132.0000
